
          RUEHTG   AMEMBASSY TEGUCIGALPA  
          RUEHTH   AMEMBASSY ATHENS  
          RUEHTI   AMEMBASSY TIRANA  
          RUEHTL   AMEMBASSY TALLINN 
          RUEHTM   AMCONSUL TIJUANA  
          RUEHTN   AMCONSUL CAPE TOWN 
          RUEHTO   AMEMBASSY MAPUTO  
          RUEHTRO  AMEMBASSY TRIPOLI  
          RUEHTU   AMEMBASSY TUNIS  
          RUEHTV   AMEMBASSY TEL AVIV  
          RUEHUB   USINT HAVANA  
          RUEHUJA  AMEMBASSY ABUJA  
          RUEHUL   AMEMBASSY SEOUL  

           
           
          RUEHUM   AMEMBASSY ULAANBAATAR  
          RUEHUNV  USMISSIN UNVIE VIENNA  
          RUEHUP   AMEMBASSY BUDAPEST  
          RUEHUR   AMEMBASSY ULAANBAATAR  
          RUEHVB   AMEMBASSY ZAGREB  
          RUEHVC   AMCONSUL VANCOUVER  
          RUEHVEN  USMISSION USOSCE VIENNA AU 
          RUEHVI   AMEMBASSY VIENNA  
          RUEHVJ   AMEMBASSY SARAJEVO  
          RUEHVK   AMCONSUL VLADIVOSTOK  
          RUEHVL   AMEMBASSY VILNIUS  
          RUEHVN   AMEMBASSY VIENTIENE  
          RUEHVT   AMEMBASSY VALLETTA  
          RUEHWD   AMEMBASSY WINDHOEK  
          RUEHWFC  USOFFICE WFC WASHINGTON DC 
          RUEHWL   AMEMBASSY WELLINGTON  
          RUEHWN   AMEMBASSY BRIDGETOWN  
          RUEHWR   AMEMBASSY WARSAW  
          RUEHYD   AMEMBASSY VAOUNDE  
          RUEHYE   AMEMBASSY YEREVAN 
          RUEHYG   AMCONSUL YEKATERINBURG  
          RUEHYN   AMEMBASSY SANAA  
          RUEHZP   AMEMBASSY PANAMA CITY  
          RUEIAYF  US OFFICE ATO LATIN AMERICA WASHINGTON DC 
          RUEIBO   ATO HQS WASHINGTON DC 
          RUEIFBS  OSC RESTON VA 
          RUEKCCG  OSD-ESC WASHINGTON DC 
          RUEKDIA  CISA WASHINGTON DC 
          RUEKJCS  JOINT STAFF WASHINGTON DC 
          RUENAAA  USLO HQ SACT WASHINGTON DC 
          RUENOCM  OPM WASHINGTON DC 
          RUENOSB  JMCIS NCC WASHINGTON DC 
          RUENOSS  OSS NCC WASHINGTON DC 

           
          RUEO     NATIONAL GATEWAY CENTER FT DETRICK MD 
          RUEOASI  ISPO ANNAPOLIS JUNCTION MD 
          RUEOBJA  MARYLAND PROCUREMENT OFFICE FT GEORGE G MEADE MD 
          RUEOELA  TEG WASHINGTON DC 
          RUEOFEA  DSCS WASHINGTON DC 
          RUEOFEB  CDRCOB302DSIGBN FT GEORGE G MEADE MD 
          RUEOFEC  SECAN WASHINGTON DC 
          RUEOLEA  CSSG LAUREL MD 
          RUEOLEB  TECHNICAL RESEARCH INSTITUTE ANDREWS AFB MD 
          RUEONRT  153CACS F E WARREN AFB WY 
          RUEPADJ  CJTF-HOA J2X CAMP LEMONIER DJ 
          RUEPADS  ARMY DIRECTED STUDIES OFFICE (ADSO) SPRINGFIELD VA 
          RUEPAFA  AF ISR AGENCY DET 6 DAYTON OH 
          RUEPAFC  ARMY FORCES CYBER CMD PETERSON AFB CO 
          RUEPAFG  CIDNE AFGHANISTAN 
          RUEPAFS  CDR I CORPS ACE AFS JBLM FT LEWIS WA 
          RUEPAMC  AMC INTEL ALEXANDRIA VA 
          RUEPAOA  CDR AOA FT GEORGE G MEADE MD 
          RUEPAOB  SSO 902D FT GEORGE G MEADE MD 
          RUEPARF  G2 ARFORCYBER INTEL PETERSON AFB CO 
          RUEPASA  CDR1STID G2 ACE BASRAH IQ 
          RUEPASP  DIRUSASPO FT BELVOIR VA 
          RUEPBCT  4THBCT 82NDABN DIV CAMP STONE HEART AF 
          RUEPBHH  DCGSA MB2 HI FT BRAGG NC 
          RUEPBIL  DCGSA MB2 LO FT BRAGG NC 
          RUEPBIO  CDRINSCOM BIOMETRICS FT BELVOIR VA 
          RUEPBLS  204THMIBN FT BLISS TX 
          RUEPBRA  FPD BRAZIL 
          RUEPBSF  CDR525THBFSB FT BRAGG NC 
          RUEPCJT  CJTF-101 C2X BAGRAM AF 
          RUEPCMA  A-AEPDS I CORPS FT LEWIS WA 
          RUEPCMB  CDR319THMIBN FT BRAGG NC 
          RUEPCML  CMO I CORPS FT LEWIS WA 
          RUEPCOL  FPD COLOMBIA 

           
          RUEPDEA  HQ DEA ONSI WASHINGTON DC 
          RUEPDGS  DGS BEALE AFB CA 
          RUEPDOR  FPD DOMINICAN REPUBLIC 
          RUEPEDG  ISA SBCCOM EDGEWOOD MD 
          RUEPELS  FPD EL SALVADOR 
          RUEPERD  US AERDC VICKSBURG MS 
          RUEPFBA  NEARISC FT DIX NJ 
          RUEPFBB  NEARISCDET1 DEVENS RFTA MA 
          RUEPFBC  JRIC FT SHERIDAN IL 
          RUEPFRG  ARISCWESTDETONE PHOENIX AZ 
          RUEPFRH  ARISCWEST CP PARKS CA 
          RUEPFSH  470THMIBDE FT SAM HOUSTON TX 
          RUEPGAR  TES HELPDESK FT BELVOIR VA 
          RUEPGAS  CJTF PHOENIX 
          RUEPGAT  1ST TSC INTEL (FWD) 
          RUEPGAU  1ST TSC INTEL FT BRAGG NC 
          RUEPGAV  JCITA ELKRIDGE MD 
          RUEPGAW  JTFCS NORTHCOM FT MONROE VA 
          RUEPGAX  ARMY G2X FT BELVOIR VA 
          RUEPGOB  OB IRAQ BAGHDAD IZ 
          RUEPGOS  SCID BAGHDAD IZ 
          RUEPGOU  MNC-I THOPS BAGHDAD IZ 
          RUEPGRU  FT SAM HOUSTON TX 
          RUEPGUA  FPD GUATEMALA 
          RUEPHAC  CDR1ST CORPS G2X HAC FT LEWIS WA 
          RUEPHOA  IPF15MIBN FT HOOD TX 
          RUEPHOB  TESFWD IIICORPS FT HOOD TX 
          RUEPHOC  TESMAIN IIICORPS FT HOOD TX 
          RUEPHOD  CMO IIICORPS FT HOOD TX 
          RUEPHOL  49 FW TEP HOLLOMAN AFB NM 
          RUEPHOM  TEP 49 FW TDPS HOLLOMAN AFB TX 
          RUEPHON  FPD HONDURAS 
          RUEPICA  USCIS WASHINGTON DC 
          RUEPICB  USCIS FDNS WASHINGTON DC 

           
          RUEPILA  CDRICORPS TES FT LEWIS WA 
          RUEPINA  CDR1STIO FT BELVOIR VA 
          RUEPINB  DIRCITF FT BELVOIR VA 
            
            
          RUEPINF  CDRINSCOMIOC FT BELVOIR VA 
          RUEPING  PORTICO WASHINGTON DC 
          RUEPINS  HQ BICE INTEL WASHINGTON DC 
          RUEPIOP  CDR I CORPS ACE IOP JBLM FT LEWIS WA 
          RUEPIPF  IPF 224THMIBN HUNTER AAF GA 
          RUEPIRF  IMAGERY READINESS FACILITY FT BRAGG NC 
          RUEPIRQ  CIDNE IRAQ 
          RUEPISA  ISAF-USFOR-A CJ2X AF 
          RUEPISB  TEC ISB FT BELVOIR VA 
          RUEPITA  S2 173D ABCT SETAF VICENZA IT 
          RUEPJBA  DTES4 1STCAVDIV FT HOOD TX 
          RUEPJFC  JFCOM JWFC J7 INTEL SIMS SUFFOLK VA 
          RUEPJRI  JRIC LOS ALAMITOS CA 
          RUEPJTF  CJTF-82 C2X BAGRAM AF 
          RUEPKAA  COLMGTOFC82DABNDIV FT BRAGG NC 
          RUEPKBA  DTES82DABNDIV FT BRAGG NC 
          RUEPKRB  SCID KABUL AF 
          RUEPKRC  CFC-A CJ2X KABUL AF 
          RUEPLAC  HQ 40TH ID LOS ALAMITOS CA 
          RUEPLAU  SSO629MI LAUREL MD 
          RUEPLLK  CDR 3ID DSTB SINGLESOURCE BAGHDAD IQ 
          RUEPMAX  GISA FT BRAGG NC 
          RUEPMBH  DCGSA MB1 HI FT BRAGG NC 
          RUEPMDA  CDR902DMIGP FT GEORGE G MEADE MD 
          RUEPMDB  DIRACIC FT GEORGE G MEADE MD 
          RUEPMHB  DCGSA MB1 LO FT BARAGG NC 
          RUEPMHI  DCGSA MB3 HI FT BRAGG NC 
          RUEPMLO  DCGSA MB3 LO FT BRAGG NC 
          RUEPMNA  MNCI CACE AFS HI BAGHDAD IQ 

           
          RUEPMNB  MNCI CACE AFS LO BAGHDAD IQ 
          RUEPMNC  MNCI CACE SS BAGHDAD IQ 
          RUEPMND  MNCI CACE IOP HI BAGHDAD IQ 
          RUEPMNE  MNCI CACE IOP LO BAGHDAD IQ 
          RUEPMNF  MNF-I CJ2X BAGHDAD IZ 
          RUEPMNG  MNCI CACE CGS BAGHDAD IQ 
          RUEPMTA  COLMGCOFC10THMTNDIV FT DRUM NY 
          RUEPMTB  DTES 10THMTNDIV FT DRUM NY 
          RUEPMTD  642MIBN FT DRUM NY 
          RUEPNGA  CDRNGIC CHARLOTTESVILLE VA 
          THRU 
          RUEPNGE 
          RUEPOCF  OSF HI FT BRAGG NC 
          RUEPONI  ONI PATHFINDER GISA FT BRAGG NC 
          RUEPOSF  OSF LO FT BRAGG NC 
          RUEPPAR  FPD PARAGUAY 
          RUEPPLK  FAST 2DACR FT POLK LA 
          RUEPPOG  CDR PSYOPGP FT BRAGG NC 
          RUEPRDH  2ID TES HI CAMP RED CLOUD KOR 
          RUEPRDL  2ID TES LO CAMP RED CLOUD KOR 
          RUEPRIL  COLMGTOFC24THID FT RILEY KS 
          RUEPRIM  1AD TES LO WIESBADEN GE 
          RUEPRIN  1ID TES LO FT RILEY KS 
          RUEPRIO  1AD TES HI WIESBADEN GE 
          RUEPRIP  1ID TES HI FT RILEY KS 
          RUEPRIQ  CDR DCGSA FOFH FT HOOD TX 
          RUEPRIR  OFFICE NATIONAL SECURITY INTEL ARLINGTON VA 
          RUEPSDC  DIVENGR HUNTSVILLE AL 
          RUEPSFB  7THSFGA INTEL CELL FT BRAGG NC 
          RUEPSFC  5THSFGA INTEL CELL FT CAMPBELL KY 
          RUEPSFD  1STSFGA INTEL CELL FT LEWIS WA 
                     TH
          RUEPSFE  10 SFGA INTEL CELL FT CARSON CO 
                     TH
          RUEPSFF  20 SFGA INTEL CELL BIRMINGHAM AL 
          RUEPSHA  USARSO SSO FT SAM HOUSTON TX 

           
           
          RUEPSHB  USARSO G2 FT SAM HOUSTON TX 
          RUEPSHC  TAREX SAN ANTONIO TX 
          RUEPSRF  SID BRAGG FT BRAGG NC 
          RUEPSSE  CDR I CORPS AE SSE JBLM FT LEWIS WA 
          RUEPTAC  ISDTACOM WARREN MI 
          RUEPTEC  FAST TEC FT BELVOIR VA 
          RUEPTES  TESFWD18ABC FT BRAGG NC 
          RUEPTEH  III CORPS TES HI FT HOOD TX 
          RUEPTFS  18ABC TES HI FT BRAG NC 
          RUEPTGS  18ABC TES LO FT BRAG NC 
          RUEPTHS  10MTN TES HI FT DRUM NY 
          RUEPTIC  III CORPS TES LO FT HOOD TX 
          RUEPTIS  10MTN TES LO FT DRUM NY 
          RUEPTJS  101AA TES HI FT CAMPBELL KY 
          RUEPTKS  101AA TES LO FT CAMPBELL KY 
          RUEPTLH  3ID TES HI FT STEWART GA 
          RUEPTLL  3ID TES LO FT STEWART GA 
          RUEPTLS  1CAV TES HI FT HOOD TX 
          RUEPTMS  1CAV TES LO FT HOOD TX 
          RUEPTNN  119CACS MCGHEE TYSON ANGB TN 
          RUEPTNS  4ID TES HI FT CARSON CO 
          RUEPTOS  4ID TES LO FT CARSON CO 
          RUEPTRS  DEPT OF TREASURY WASHINGTON DC 
          RUEPTUT  COLMGTOFCXVIIIABNCORPS FT BRAGG NC 
          RUEPUAA  COLMGTOFC4THINFDIV FT HOOD TX 
          RUEPVAA  CDR JSOC FT BRAGG NC 
          RUEPVAC  DIR PROJECT 7116 WASHINGTON DC 
          RUEPVAD  CDRUSAPPMA ALEXANDRIA VA 
          RUEPVAE  CDRUSARCT WASHINGTON DC 
          RUEPVAF  CDRUSASCD WASHINGTON DC 
          RUEPVAG  CDRUSASPO FT BELVOIR VA 
          RUEPVAH  JIATF WEST FUSION CELL 
          RUEPVAI  CDRUSASOIC WASHINGTON DC 
          RUEPVAJ  CDRUSATEU ABERDEEN PROVING GROUND MD 

           
          RUEPVAK  NAVTED OCEANA VA 
          RUEPVAL  CDR1STFOD-D FT BRAGG NC 
          RUEPVAM  CDR1STBN75THRGRRGT HUNTER AAF GA 
          RUEPVAN  JECG MAIN (TACTICAL) 
          RUEPVAO  OL-3 TEG FT BRAGG NC 
          RUEPVAP  CDR2DBN75THRGRRGT FT LEWIS WA 
          RUEPVAQ  COMJSOTF (TACTICAL) 
          RUEPVAR  COMJSOTF REAR (TACTICAL) 
          RUEPVAS  COMJSOTF ISB (TACTICAL) 
          RUEPVAT  COMJSOTF AFSB (TACTICAL) 
          RUEPVAU  COMJSOTF FSB (TACTICAL) 
          RUEPVAV  CDR160THSOAR FT CAMPBELL KY 
          RUEPVAX  CDR75THRGRRGT FT BENNING GA 
          RUEPVAY  NSWC DET2 LITTLE CREEK VA 
          RUEPVAZ  SEAL TEAM SIX (TACTICAL) 
          RUEPVBA  COMNAVSPECWARDEVGRU DAM NECK VA 
          RUEPVBB  DET 3 HQ AF ISR AGENCY FT BRAGG NC 
          RUEPVBC  CSG JSOC FT BRAGG NC 
          RUEPVBD  CTJTF (TACTICAL) 
          RUEPVBE  CTJTF AFSB (TACTICAL) 
          RUEPVBF  CTJTF FSB (TACTICAL) 
          RUEPVBG  CTJTF REAR (TACTICAL) 
          RUEPVBH  CTJTF ISB (TACTICAL) 
          RUEPVBJ  CDR JEDSG OL ALPHA FT BRAGG NC 
          RUEPVBK  CDR JEDSG OL BRAVO WASHINGTON DC 
          RUEPVBL  CDR ACTEA FT BRAGG NC 
          RUEPVBM  CDR ICCCSE WASHINGTON DC 
          RUEPVBN  JPSSD WASHINGTON DC 
          RUEPVBO  DOST DET FT BRAGG NC 
          RUEPVBQ  1SOW FP HURLBURT FLD FL 
          RUEPVBR  SPECBOAT DET FOUR 
          RUEPVBS  CDR TME WASHINGTON DC 
          RUEPVBT  COMJTF 20 (TACTICAL) 
          RUEPVBT  TASK FORCE 1-11 

           
          RUEPVBT  TASK FORCE 1-46 
          RUEPVBT  TASK FORCE 1-55 
          RUEPVBT  TASK FORCE 1-71 
          RUEPVBT  TASK FORCE 3-48 
          RUEPVBT  TASK FORCE 4-37 
          RUEPVBU  CDRUSACATT FT BELVOIR VA 
          RUEPVBV  CDR3DBN75THRGRRGT FT BENNING GA 
          RUEPVBW  CDRTERMA WASHINGTON DC 
          RUEPVBX  JSAO ARLINGTON VA 
          RUEPVCG  JCIE WASHINGTON DC 
          RUEPVCH  CDR SOTF FT BRAGG NC 
          RUEPVCI  CDR CAG FT BRAGG NC 
          RUEPVCK  NAVSPECWARCOMCDET VIRGINIA BEACH VA 
          RUEPWAI  ATF INTEL WASHINGTON DC 
          RUERAAA  CJCS NMCC SITE R FT DETRICK MD 
          RUERCSA  CCR FT DETRICK MD 
          RUERINS  OPNAV DET SITE R FT DETRICK MD 
          RUERNNA  CJCS NAOC OFFUTT AFB NE 
          RUES     MAJOR RELAY STA RGN RELAY FAC BRANDY WASHINGTON DC 
          RUESC    RRF BRANDY WASHINGTON DC 
          RUESCD   RRF OPANA HI 
          RUESDG   PTS HONG KONG HK 
          RUESDI   REPTOF LIMASSOL CY 
          RUESDM   JTLO MIAMI FL 
          RUESDT   DTRA-OSES DARMSTADT GE 
          RUESFUE  USLO CARIBBEAN 
          RUESGU   RRF GUAM  
          RUESHLA  HILLAH OSA 
          RUESJC   CIA DCI JCS REP WASHINGTON DC 
          RUESMLA  MOSUL OSA 
          RUESMTB  USLO FRC SOUTH 
          RUESJC   CIA DCI JCS REP WASHINGTON DC 
          RUESTG   ATO GUAM 

           
          RUET     DUAL ACCESS TRIBSTA NSACSS FT GEORGE G MEADE MD 
          RUETADA  CDR USACC SATCOMSTA HARROGATE UK 
          RUETDAA  ANCHORY FT GEORGE G MEADE MD 
          THRU 
          RUETDAF 
          RUETDCT  ADD CT FT GEORGE G MEADE MD 
          RUETFIS               DODSPECONE QCE WASHINGTON DC 
          RUETIAA  DIRNSA FT GEORGE G MEADE MD 
          THRU 
          RUETIAQ 
          RUETIAR  70ISS FT GEORGE G MEADE MD 
          RUETIAS               CDRNGIC FT GEORGE G MEADE MD 
          RUETIAT  94IS FT GEORGE G MEADE MD 
          RUETIAU  STU III KMS FINKSBURG MD 
          RUETIAV  CNMC FT GEORGE G MEADE MD 
          RUETIBC  NSACTOC FT GEORGE G MEADE MD 
          RUETIBD  70IW FT GEORGE G MEADE MD 
          RUETIBS  IBSSO FT GEORGE G MEADE MD 
          RUETICO  NSACSSTCO TSR TSO TRAFFIC FT GEORGE G MEADE MD 
          RUETIEI  CRYPSUPPGRU USAFE RAMSTEIN AB GE 
          RUETIES  E-SPACE FT GEORGE G MEADE MD 
          RUETIIP  NETATK-PI FT GEORGE G MEADE MD 
          RUETIJS  CSG JOINT STAFF WASHINGTON DC 
          RUETITA  SAFPO FT GEORGE G MEADE MD 
          RUETITF  CFIOGHQ DET FT GEORGE G MEADE MD 
          RUETITH  CS ANKARA TU 
          RUETITJ  DODSPEC12 FT GEORGE G MEADE MD 
          RUETITK  CROF FT GEORGE G MEADE MD 
          RUETITL  NCRDEF WASHINGTON DC 
          RUETITQ  REGS RUBY FT GEORGE G MEADE MD 
          RUETITT  USMCLNONSA FT GEORGE G MEADE MD 
          RUETITV  ISMC FT GEORGE G MEADE MD 
          RUETITZ  SIGCOM WASHINGTON DC 
          RUETKAA  SIGCOM SIRVES WASHINGTON DC 
          RUETKAD  SIGCOM SORS WASHINGTON DC 

           
          RUETKAK  JCMA FT GEORGE G MEADE MD 
          RUETLAA  CDR704THMIBDE FT GEORGE G MEADE MD 
          RUETMMC  CT MMC FT GEORGE G MEADE MD 
          RUETPEO  PEO SPASYS CHANTILLY VA 
          RUETRAQ  NCR IRAQ BAGHDAD IQ 
          RUETRMA  RMAC FT GEORGE G MEADE MD 
          RUETSOP  HQ USAF SPAOPS WASHINGTON DC 
          RUETTHQ  TAREX HQ FT GEORGE G MEADE MD 
          RUETVAA  NRO WASHINGTON DC 
          RUETVAE  SAF SUPPORT ELEMENT WASHINGTON DC 
          RUETVAF  HQ USAF SPACE COMM SYSTEMS WASHINGTON DC 
          RUETVAG  DET 5 544IG WASHINGTON DC 
          RUETVAH  AFELM DET 5 LCO CAPE CANAVERAL AFS FL 
          RUETVAI  SPAWAR SPAFLDACT CHANTILLY VA 
          RUETVAK  NATIONAL SECURITY SPACE OFFICE FAIRFAX VA 
          RUETVAM  SOUTHWEST COMM SUPPORT ELEMENT LACKLAND AFB TX 
          RUFETSC  MACA SIGONELLA IT 
          RUFNDUS  DUSC EURCENT NAPLES IT 
          RUFNETA  COMSUBGRU EIGHT 
          RUGIAAA  NGA NAVY YARD WASHINGTON DC 
          RUGIBCA  CFJIC IESS 5I OTTAWA ON CA 
          RUGIBQA  DIGO IESS 5I CANBERRA 
          RUGIBQB  DIGO IESS B 5I BENDIGO 
          RUGIBQC  DIGO IESS 2I CANBERRA 
          RUGINES  NGA NES WASHINGTON DC 
          RUGISPA  NGA SPADOC WASHINGTON DC 
          RUHDBKT  DATT TLO BANGKOK TH 
          RUHDCSG  CSG HAWAII MAKALAPA HI 
          RUHDCTJ  CDRUSACTRA CP ZAMA JA 
          RUHDDOD  DODSPECREP YOKOTA AB JA 
          RUHDFRB  THIRD RADBN FWD 
          RUHDIWG  692IOG HICKAM AFB HI 
          RUHDKAA  CDRUSAISC DET KUNIA HI 
          RUHDKAD  CDR CO C 1116THSIGBN KUNIA HI 

           
          RUHDKAF  324IS HICKAM AFB HI 
          RUHDKAN  NAVIOCOM HAWAII 
          RUHDKAR  CDR703DMIBDE KUNIA HI 
          RUHDKRF  NSACSS HAWAII 
          RUHDLOT  LTO SAN DIEGO CA 
          RUHDLTO  LTO PEARL HARBOR HI 
          RUHDMAR  FIRST RADBN DET SIX 
          RUHDMPA  USPACOM MPC HONOLULU HI 
          RUHDNCK  NCR KOR SEOUL KOR 
          RUHDNCR  OL FM 303IS SEOUL KOR 
          RUHDPAC  NCPAC HONOLULU HI 
          RUHDPWR  SRC KUNIA HI 
          RUHDRCN  DODSPECREP SEOUL KOR 
          RUHDRTC  RTCAE KUNIA HI 
          RUHDRUS  SUSLAK SEOUL KOR 
          RUHDSDC  NAVIODET CAMP H M SMITH HI 
          RUHDSGA  COMBINED SUPPORT GROUP ALICE SPRINGS NT AS 
          RUHDSGD  NAVIODET SEOUL KOR 
          RUHDSGF  AFDET CSG ALICE SPRINGS NT AS 
          RUHDSGN  NAVIODET ALICE SPRINGS NT AS 
          RUHDSGR  ARDET CSG ALICE SPRINGS NT AS 
          RUHDTCL  DCS TECH CONTROL KUNIA HI 
          RUHDTLO  5AF TLO TOKYO JA 
          RUHDTRT  APTCAE KUNIA HI 
          RUHDTSN  WARFIGHTER SIGINT SUPPORT CENTER KUNIA HI 
          RUHDWIG  56IWF HICKAM AFB HI 
          RUHE     NCTAMS PAC NOVA HONOLULU HI 
          RUHEATT  ATT HITS HONOLULU HI 
          RUHEHIA  NCTAMS PAC NOVA HONOLULU HI 
          THRU 
          RUHEHIZ 
          RUHEHMA  NCTAMS PAC NOVA HONOLULU HI 
          THRU 
          RUHEHMZ 
          RUHEKBA THRU RUHEKBZ  NCTAMS PAC NOVA HONOLULU HI 

           
          RUHEKCA THRU RUHEKCZ  NCTAMS PAC NOVA HONOLULU HI 
          RUHEMAA THRU RUHEMAZ  NCTAMS PAC NOVA HONOLULU HI 
          RUHEMBA THRU RUHEMBZ  NCTAMS PAC NOVA HONOLULU HI 
          RUHEMCA THRU RUHEMCZ  NCTAMS PAC NOVA HONOLULU HI 
          RUHEMDA THRU RUHEMDZ  NCTAMS PAC NOVA HONOLULU HI 
          RUHETSC               TSC KANEOHE BAY HI 
          RUKTAAA               NSACSS SAN ANTONIO TX 
          RUKTABB  CFT 1040 
          RUKTAAB  NAVIOCOM MEDINA TX 
          RUKTAAC  CO HOTEL MCSB MEDINA TX 
          RUKTAAD  93IS LACKLAND AFB TX 
          RUKTAAE  DODSPECSEVEN SAN ANTONIO TX 
          RUKTAAF  CDR314THMIBN LACKLAND AFB TX 
          RUKTAAG  SCREP FIVE SAN ANTONIO TX 
          RUKTAAI  HQ SWC SCHRIEVER AFB CO 
          RUKTAAM  DODSPECACT GALETA ISLAND PM 
          RUKTAAN  MEDINA RTCAE SAN ANTONIO TX 
          RUKTAAO  543IG LACKLAND AFB TX 
          RUKTAAU  YAKIMA RESEARCH STATION YAKIMA WA 
          RUKTAAV  NAVIODET YAKIMA WA 
          RUKTAAW  CSG JTF FIVE ALAMEDA CA 
          RUKTAAY  DODSPECREP ALAMEDA CA 
          RUKTABA  97IS OFFUTT AFB NE 
          RUKTAFK  NCR NORAD USNORTHCOM PETERSON AFB CO 
          RUKTAFL  CSG NORAD USNORTHCOM CHEYENNE MOUNTAIN AFS CO 
          RUKTALK  169IS DEPLOYED 
          RUKTCSA  DAT MEDINA KELLY AFB TX 
          RUKTCSG  CSG STRATCOM OFFUTT AFB NE 
          RUKTDAP  169IS FORWARD SOUTH 
          RUKTDPR  CDR300THMIBDE DRAPER UT 
          RUKTDVM  DET 2 67IG DEPLOYED 
          RUKTEJN  NAVIODET ANCHORAGE AK 
          RUKTEJA  381IS ELMENDORF AFB AK 
          RUKTEJO  NCPRA ELMENDORF AFB AK 

           
          RUKTEJZ  SCREP ELMENDORF AFB AK 
          RUKTITG   DODSPECREP EL PASO TX 
          RUKTLDU  OL DU 55OG SALT LAKE CITY UT 
          RUKTOES  DODSPECTHREE OFFUTT AFB NE 
          RUKTOET  SCREP OFFUTT AFB NE 
          RUKTSLC  169IS SALT LAKE CITY UT 
          RUKTSQN  543SPTS LACKLAND AFB TX 
          RULG     NAVCOMTELSTA JACKSONVILLE FL 
          RULGPQZ  CTG 40.0 
          RULGPQZ  CTG 40.3 
          RULGPQA  NAVCOMTELSTA JACKSONVILLE FL 
          THRU 
          RULGPQZ 
          RULGPRA  NAVCOMTELSTA JACKSONVILLE FL 
          THRU 
          RULGPRZ 
          RULGPSA THRU RULGPSZ  NAVCOMTELSTA JACKSONVILLE FL 
          RULGPTA THRU RULGPTZ  NAVCOMTELSTA JACKSONVILLE FL 
          RULK                  DUAL ACCESS TRIBSTA NSGAFMIMO FT GEORGE G MEADE 
                                MD 
          RULKBME               NAVIODET JACSONVILLE FL 
          RULKGXA  NAVIOCOM SUITLAND MD 
          RULKISG  NAVIOCOM FT GEORGE G MEADE MD 
          RULKISP  ISPO WASHINGTON DC 
          RULKITX  CO BRAVO MCSB FT GEORGE G MEADE MD 
          RULKNLO  NAVY CRYPTOLOGIC OFFICE FT GEORGE G MEADE MD 
          RULKNNS  COMNAVNETWARCOM OPS ELEMENT FT GEORGE G MEADE MD 
          RULKSDI  MCSB FT GEORGE G MEADE MD 
          RULKSDI  MARSPTBN FT GEORGE G MEADE MD 
          RULKSGB  NAVIOCOM BAHRAIN 
          RULKSWO  NAVIODET CHESAPEAKE VA 
          RULSABP  PERSUPP DET PATUXENT RIVER MD 
          RULSABS  PERSUPP DET FT GEORGE G MEADE MD 
          RULSADD  CBMU TWO ZERO TWO DET WASHINGTON DC 
          RULSAMB  AMMOLOGREP MECHANICSBURG PA 

           
          RULSBMK  HQBTRY THIRDBN FOURTEENTH MAR 
          RULSDMA  PEO SHIPS WASHINGTON DC 
          RULSFAF  PEO CARRIERS WASHINGTON DC 
          RULSJGA  DEPT OF TRANSPORTATION WASHINGTON DC 
          RULSSBE  PEO SUB WASHINGTON DC 
          RULSSBG  PEO LMW WASHINGTON DC 
          RULSSBL  PEO IWS WASHINGTON DC 
          RULSTGH  APL JHU LAUREL MD 
          RULWAAA  USSTRATCOM INTEL DIRECTORATE OFFUTT AFB NE 
          RULWAAM  STRATCOM IDHS-90 OFFUTT AFB NE 
          RULWAIS  20IS INTEL OPS OFFUTT AFB NE 
          RULWIIF  610IF OFFUTT AFB NE 
          RULWIOC  USSTRATCOM INTEL OPSCTR OFFUTT AFB NE 
          RUMIAAA  HQ USSOUTHCOM J2 MIAMI FL 
          RUMIAAB  COMSOCCENT INTEL MACDILL AFB FL 
          RUMIAAC  JIOC-A KABUL AF 
          RUMIAAE  COMSOCSOUTH SIMS HOMESTEAD ARS FL 
          RUMIAGH  COMJTF-B SIMS SOTO CANO HO 
          RUMICEA  USCENTCOM INTEL CEN MACDILL AFB FL 
          RUMICEB  IESS MACDILL AFB FL 
          RUMICED  USCENTAF INTEL SHAW AFB SC 
          RUMICEG  CSG CENTCOM MACDILL AFB FL 
          RUMICEH  USCENTAF INTEL AUAB QA 
          RUMICEQ  CFACC INTEL AUAB QA 
          RUMIKAA  COMUSARCENT KU INTEL CAMP DOHA KU 
          RUMIKAD  CFLCC INTEL CAMP ARIFJAN KU 
          RUMIKAE  ARCENT INTEL FT MCPHERSON GA 
          RUMIKAF  COMUSMARCENT INTEL MACDILL AFB FL 
          RUMIKBV  CDR CJTF KU BBC CAMP DOHA KU 
          RUMIKSO  COMUSARCENT KU SSO CAMP DOHA KU 
          RUMIPAA  AFTAC AMHS PATRICK AFB FL 
          RUMIPAB  AFTAC ADVANCED SYSTEMS PATRICK AFB FL 
          RUMIPAD  SSO PATRICK AFB FL 
          RUMIRGC  CDR297THMIBN FT GORDON GA 

           
          RUMIRGD  CDR297THMIBN ASAS ALPHA FT GORDON GA 
          RUMIRGF  CDR513THMIBDE FT GORDON GA 
          RUMIRGG  CDR297THMIBN TES FWD FT GORDON GA 
          RUMIRGH  EACIC297THMIBNOPS FT GORDON GA 
          RUMIRGI  CMO513THMIBDE FT GORDON GA 
          RUMIRGR  CDR202DMIBN FT GORDON GA 
          RUMIRGU  CDR201STMIBN FT GORDON GA 
