
          RUCEAAA  721CS CHEYENNE MOUNTAIN AFS CO 
          RUCEMCC  USNORTHCOM MCCC CSP F E WARREN AFB WY 
          RUCFAAA  FEMA MT WEATHER BERRYVILLE VA 
          RUCFAAB  FEMA RGN I MAYNARD MA 
          RUCFAAC  FEMA RGN II NEW YORK NY 
          RUCFAAD  FEMA RGN III PHILADELPHIA PA 
          RUCFAAE  FEMA RGN IV ATLANTA GA 
          RUCFAAF  FEMA FRC RGN IV THOMASVILLE GA 
          RUCFAAG  FEMA RGN V CHICAGO IL 
          RUCFAAI  FEMA FRC RGN VI DENTON TX 
          RUCFAAJ  FEMA RGN VII KANSAS CITY MO 
          RUCFAAK  FEMA RGN VIII DENVER CO 
          RUCFAAL  FEMA RGN X BOTHEL WA 
          RUCFAAM  FEDERAL SUPPORT CENTER OLNEY MD 

           
           
          RUCFAAN  FEMA HQ WASHINGON DC 
          RUCFAAP  FEMA RGN IX SAN FRANCISCO CA 
          RUCFABT  FEMA MERS DET BOTHELL WA 
          RUCFADT  FEMA MERS DET DENTON TX 
          RUCFADV  FEMA MERS DET DENVER CO 
          RUCFAMA  FEMA MERS DET MAYNARD MA 
          RUCFATV  FEMA MERS DET THOMASVILLE GA 
          RUCG     NMCS AUTOMATED CONTROL WWMCCS COMPUTER THE PENTAGON 
                   WASHINGTON DC 
          RUCGJED  JEDWIR WASHINGTON DC 
          RUCGNUR  WSR NUREP WASHINGTON DC 
          RUCGNUX  WSR EMERG NUREP WASHINGTON DC 
          RUCGPIN  NATS WASHINGTON DC 
          RUCGPTN  NAC TERMINAL WASHINGTON DC 
          RUCGRCN  JRC WASHINGTON DC 
          RUCGWCB  NAC WWMCCS COMPUTER WASHINGTON DC 
          RUCGWEA  WEA WWMCCS COMPUTER WASHINGTON DC 
          RUCMSWA  DTRA SITE R FT DETRICK MD 
          RUCN     RGN RELAY FACILITY DEPARTMENT OF STATE WASHINGTON DC 
          RUCNDT   USMISSION USUN NEW YORK NY 
          RUCNESB  USDEL FEST TWO (TACTIAL) 
          RUCNESM  USDEL FEST ONE (TACTIAL) 
          RUCNFB   FBI WASHINGTON DC 
          RUCNSE   US SECRET SERVICE WASHINGTON DC 
          RUCO     NCTAMS LANT NORFOLK VA 
          RUCOBRA THRU RUCOBRZ  NCTAMS LANT NORFOLK VA 
          RUCOCMP  LANT/ATLANTIC COMPOSITE FLEET/GENERAL BROADCAST PORTSMOUTH VA 
          RUCOFAA THRU RUCOFAZ  NCTAMS LANT NORFOLK VA 
          RUCOGAA THRU RUCOGAZ  NCTAMS LANT NORFOLK VA 
          RUCOGDL               GMF GUANTANAMO BAY CU 
          RUCOHAA THRU RUCOHAZ  NCTAMS LANT NORFOLK VA 
          RUCOJAA THRU RUCOJAZ  NCTAMS LANT NORFOLK VA 
          RUCOJLJ  COMSUBLANT BCT NORFOLK VA 
          RUCOMAA THRU RUCOMAZ  NCTAMS LANT NORFOLK VA 

           
           
          RUCOMAS  NAS OCEANA VA 
          RUCOPAA THRU RUCOPAZ  NCTAMS LANT NORFOLK VA 
          RUCORGP  ATLANTIC SUBMARINE BCST /BCA COMSUBLANT/ NORFOLK VA 
          RUCOSAA THRU RUCOSAZ  NCTAMS LANT NORFOLK VA 
          RUCOSSA THRU RUCOSSZ  COMNAVAIRLANT NORFOLK VA 
          RUCOUAA               SOPA NEW YORK NY 
          RUCOVAS               OIC FSC NEW YORK NY 
          RUCOWBA               COGARD MARSECDET GTMO 
          RUCOWCA THRU RUCOWCZ  COGARD CAMSLANT CHESAPEAKE VA 
          RUCOYAA THRU RUCOYAZ  NCTAMS LANT NORFOLK VA 
          RUCOZBA THRU RUCOZBZ  NCTAMS LANT NORFOLK VA 
          RUCP     RELAY STATION DEPARTMENT OF COMMERCE WASHINGTON DC 
          RUCPAAM  USDOC DISTDIR ANN ARBOR MI 
          RUCPABC  USDOC DISTDIR ALBANY NY 
          RUCPAGA  USDOC REGDIR ATLANTA GA 
          RUCPALD  USDOC DISTDIR HARLEM NY 
          RUCPCIM  CIMS NTDB WASHINGTON DC 
          RUCPCLO  USDOC DISTDIR CLOVIS CA 
          RUCPCNC  USDOC DISTDIR CHARLOTTE NC 
          RUCPCOH  USDOC REGDIR CINCINNATI OH 
          RUCPDAH  USDOC DISTDIR ORLANDO FL 
          RUCPDC   NOAA WASHINGTON DC 
          RUCPDFE  USDOC DISTDIR COLUMBUS OH 
          RUCPDIR  ALL USDOC DISTDIR COLLECTIVE WASHINGTON DC 
          RUCPDOC  DEPT OF COMMERCE WASHINGTON DC 
          RUCPFTX  USDOC DISTDIR FORT WORTH TX 
          RUCPGAB  USDOC DISTDIR GAITHERSBURG MD 
          RUCPGHI  USDOC DISTDIR EUGENE OR 
          RUCPGSC  USDOC DISTDIR GREENVILLE SC 
          RUCPHOP  USDOC DISTDIR BIRMINGHAM AL 
          RUCPHOQ  USEAC MIAMI FL 
          RUCPHOR  USDOC DISTDIR ATLANTA GA 
          RUCPHOS  USDOC DISTDIR SAVANNAH GA 
          RUCPHOT  USEAC BALTIMORE MD 

           
           
          RUCPHOU  USDOC DISTDIR BOSTON MA 
          RUCPHOV  USDOC DISTDIR PITTSBURGH PA 
          RUCPHOW  USDOC DISTDIR TRENTON NJ 
          RUCPHOX  USDOC DISTDIR BUFFALO NY 
          RUCPHOY  USDOC DISTDIR GREENSBORO NC 
          RUCPHOZ  USDOC DISTDIR CINCINNATI OH 
          RUCPHPA  USDOC DISTDIR CLEVELAND OH 
          RUCPHPB  USDOC DISTDIR COLUMBIA SC 
          RUCPHPC  USDOC DISTDIR HARTFORD CT 
          RUCPHPD  USDOC DISTDIR CHARLESTON WV 
          RUCPHPH  USDOC DISTDIR RICHMOND VA 
          RUCPHPI  USDOC DISTDIR HIGHLAND PARK IL 
          RUCPHQT  USDOC DISTDIR PHILADELPHIA PA 
          RUCPHQV  USDOC DISTDIR NEW YORK NY 
          RUCPHRL  USDOC DISTDIR AUGUSTA ME 
          RUCPHRN  USDOC DISTDIR CLEARWATER FL 
          RUCPHRQ  USDOC DISTDIR JACKSONVILLE FL 
          RUCPHRR  USDOC DISTDIR PROVIDENCE RI 
          RUCPHRS  USDOC DISTDIR TALLAHASSEE FL 
          RUCPHRU  USDOC DISTDIR SAN JUAN PR 
          RUCPHVI  USDOC DISTDIR ROCHESTER NY 
          RUCPJKL  USDOC DISTDIR SAN ANTONIO TX 
          RUCPKNT  USDOC DISTDIR KNOXVILLE TN 
          RUCPKOP  USDOC REGDIR PHILADELPHIA PA 
          RUCPLBC  USEAC LONG BEACH CA 
          RUCPLIN  USDOC DISTDIR LONG ISLAND NY 
          RUCPLMA  USDOC DISTDIR SPOKANE WA 
          RUCPLRA  USDOC DISTDIR AUSTIN TX 
          RUCPMAN  USDOC DISTDIR MARLBOROUGH MA 
          RUCPMCU  USDOC DISTDIR MILWAUKEE WI 
          RUCPMEC  USDOC DISTDIR MONTEREY CA 
          RUCPMET  USDOC DISTDIR MEMPHIS TN 
          RUCPMNH  USDOC DISTR MONTPELIER VT 
          RUCPMNO  USDOC DISTDIR HARRISBURG PA 

           
           
          RUCPMPA  USDOC DISTDIR MOOSIC PA 
          RUCPNJN  USDOC DISTDIR NEWARK NJ 
          RUCPNOV  USDOC DISTDIR NOVADO CA 
          RUCPNPB  USDOC DISTDIR NEWPORT BEACH CA 
          RUCPOAK  USDOC DISTDIR OAKLAND CA 
          RUCPOFY  USDOC DISTDIR LITTLE ROCK AR 
          RUCPOFZ  USEAC CHICAGO IL 
          RUCPOGA  USDOC DISTDIR INDIANAPOLIS IN 
          RUCPOGB  USDOC DISTDIR DES MOINES IA 
          RUCPOGC  USDOC DISTDIR NEW ORLEANS LA 
          RUCPOGD  USDOC DISTDIR MINNEAPOLIS MN 
          RUCPOGE  USDOC DISTDIR JACKSON MS 
          RUCPOGF  USDOC DISTDIR SAINT LOUIS MO 
          RUCPOGG  USDOC DISTDIR OMAHA NE 
          RUCPOGH  USDOC DISTDIR NASHVILLE TN 
          RUCPOGI  USDOC DISTDIR LOUISVILLE KY 
          RUCPOGJ  USDOC DISTDIR HOUSTON TX 
          RUCPOHC  USDOC DISTDIR GRAND RAPIDS MI 
          RUCPOHE  USDOC DISTDIR DETROIT MI 
          RUCPOHF  USDOC DISTDIR KANSAS CITY MO 
          RUCPOHO  USDOC DISTDIR DALLAS TX 
          RUCPOIA  USDOC DISTDIR OKLAHOMA CITY OK 
          RUCPOIB  USDOC DISTDIR TULSA OK 
          RUCPONT  USDOC DISTDIR ONTARIO CA 
          RUCPOXN  USDOC DISTDIR OXNARD CA 
          RUCPPME  USDOC DISTDIR PORTLAND ME 
          RUCPPMI  USDOC DISTDIR PONTIAC MI 
          RUCPPNH  USDOC DISTDIR PORTSMOUTH NH 
          RUCPRGA  USDOC DISTDIR BOISE ID 
          RUCPRIL  USDOC DISTDIR ROCKFORD IL 
          RUCPSCA  UDSOC DISTDIR SACRAMENTO CA 
          RUCPSCC  USDOC DISTDIR SANTA CLARA CA 
          RUCPSCS  USDOC DISTDIR CHARLESTON SC 
          RUCPSFC  USDOC REGDIR SAN FRANCISCO CA 

           
           
          RUCPSHR  USDOC DISTDIR SHREVEPORT LA 
          RUCPSJA  USDOC DISTDIR SAN JOSE CA 
          RUCPSLM  USDOC REGDIR ST LOUIS NO 
          RUCPSPA  USDOC DISTDIR SCRANTON PA 
          RUCPSQN  USDOC DISTDIR ANCHORAGE AK 
          RUCPSQO  USDOC DISTDIR PHOENIX AZ 
          RUCPSQP  USDOC DISTDIR LOS ANGELES CA 
          RUCPSQQ  USDOC DISTDIR DENVER CO 
          RUCPSQR  USDOC DISTDIR RENO NV 
          RUCPSQT  USDOC DISTDIR SALT LAKE CITY UT 
          RUCPSQU  USDOC DISTDIR SEATTLE WA 
          RUCPSQW  USDOC DISTDIR PORTLAND OR 
          RUCPSRN  USDOC DISTDIR SAN FRANCISCO CA 
          RUCPSRO  USDOC DISTDIR SAN DIEGO CA 
          RUCPTOH  USDOC DISTDIR TOLEDO OH 
          RUCPTRI  USDOC REGDIR TRICITIES WA 
          RUCPUCA  USDOC DISTDIR VENTURA CA 
          RUCPWCN  USDOC DISTDIR WESTCHESTER COUNTY NY 
          RUCPWHE  USDOC DISTDIR WHEELING WV 
          RUCPWHI  USDOC DISTDIR WHEATON IL 
          RUCQIES  SOCOM IESS MACDILL AFB FL 
          RUCQSAB  USSOCOM INTEL MACDILL AFB FL 
          RUCU     DUAL ACCESS TRIBSTA 55CS OFFUTT AFB NE 
          RUCUSTR  CDR USSTRATCOM OFFUTT AFB NE 
          RUCX     DUAL ACCESS TRIBSTA LANT SNDI WASHINGTON DC 
          RUCXCAC  ONI CAC WASHINGTON DC 
          RUCXCDB  ONI CDB WASHINGTON DC 
          RUCXCOL  CO LIMA MCSB WASHINGTON DC 
          RUCXCSO  CSO WASHINGTON DC 
          RUCXIFE  ONI IFE WASHINGTON DC 
          RUCXITF  ONI ITF WASHINGTON DC 
          RUCXJDS  ONI JDISS WASHINGTON DC 
          RUCXNMC  NATMARINTCEN WASHINGTON DC 
          RUCXNSH  NSH TEAM ONI WASHINGTON DC 

           
           
          RUCXONI  ONI WASHINGTON DC 
          RUCXPAX  STILO PATUXENT RIVER MD 
          RUCXSAP  ONI SPT WASHINGTON DC 
          RUCXSJP  PACOM JIOC SPT HONOLULU HI 
          RUCXSMJ  JAC MOLESWORTH SPT RAF MOLESWORTH UK 
          RUCXSPN  ONI SPINTCOMM WASHINGTON DC 
          RUCXSSO  SSO NAVY WASHINGTON DC 
          RUDC     DUAL ACCESS TRIBSTA DENVER CO 
          RUDCADF  ADF AURORA CO 
          RUDCADM  IBS DENVER CO 
          RUDCBCO  CDRBCO743DMIBN DENVER CO 
          RUDCDOD  DODSPECACT DENVER CO 
          RUDCHOC  CDRHOC743DMIBN DENVER CO 
          RUDCMCA  CO ALFA MARSPTBN DENVER CO 
          RUDCMIB  CDR743DMIBN DENVER CO 
          RUDCNSA  NSACSS CO DENVER CO 
          RUDCNSG  NAVIOCOM DENVER CO 
          RUDCSSO  SSO ADF AURORA CO 
          RUDCTOC  LOCO8533 DENVER CO 
          RUDJABC  PERSUPP DET NEWPORT RI 
          RUDJADH  NAVMREL 
          RUDJAMA               BRDENCLINIC EARLE NJ 
          RUDKC    RRF CROUGHTON 
          RUDKFR   RSC ABA FRANKFURT GE 
          RUDKFRA  RSC ABA/RIMC FRANKFURT GE 
          RUDKNDD  USILO LONDON UK 
          RUDKSTE  EUCOM PLANS AND ANALYSIS STAFF STUTTGART GE 
          RUDWAAA THRU RUDWAAZ  303IS OSAN AB KOR 
          RUDWCSG  CSG USFK SEOUL KOR 
          RUEABAO  BRSO FAIRFAX VA 
          RUEABCA  ASBCA ALEXANDRIA VA 
          RUEABND  DRUG ENFORCEMENT ADMIN HQ WASHINGTON DC 
          RUEABNE  EPIC EL PASO TX 
          RUEABOL  11CES BOLLING AFB DC 

           
           
          RUEACIS  HQ AFOSI CI2MS ANDREWS AFB MD 
          RUEADRO  HQ ICE DRO WASHINGTON DC 
          RUEADWD  CAR WASHINGTON DC 
          RUEAFAR  WARRENTON TRNG CEN WARRENTON VA 
          RUEAFOC  AFOC WASHINGTON DC 
          RUEAFVS  OSD FOREIGN VISITS SYSTEM WASHINGTON DC 
          RUEAGBA  GBS JPO WASHINGTON DC 
          RUEAGSA  GSA OFFICE INFO SECURITY WASHINGTON DC 
          RUEAHLA  HQ CIS IAO WASHINGTON DC 
          RUEAHLB  HQ ICE IAO-VSU WASHINGTON DC 
          RUEAHLC  HQ ICE IAO-PHAB WASHINGTON DC 
          RUEAHND  USALAO SOTO CANO  
          RUEAHQA  AFPOA WASHINGTON DC 
          RUEAIAO  HQ ICE IAO WASHINGTON DC 
          RUEAIIA  CIA WASHINGTON DC 
          RUEAIIB  CNC CCG WASHINGTON DC 
          RUEAIIK  KISEVALTER WASHINGTON DC 
          RUEAIIL  CIA ALEC WASHINGTON DC 
          RUEANAT  NASA WASHINGTON DC 
          RUEANFA  NRC WASHINGTON DC 
          RUEANQT  FINCEN VIENNA VA 
          RUEAPLD  HQ ICE OPLA WASHINGTON DC 
          RUEAORC  US CUSTOMS AND BORDER PROTECTION WASHINGTON DC 
          RUEARDH  NAVSUPPSYSCOM DET FLEHOSP PROG OFC FT DETRICK MD 
          RUEARED  AMCROSS WASHINGTON DC 
          RUEARHA  PMMEP FT BELVOIR VA 
          RUEARVA  RSO VIRGINIA FAIRFAX VA 
          RUEASWA  DTRA DATA UNIT WASHINGTON DC 
          RUEATTA  NASA G C MARSHALL SPACE FLIGHT CEN HUNTSVILLE AL 
          RUEAUVS  OSD US VISITS SYSTEM WASHINGTON DC 
          RUEAWJA THRU RUEAWJD  DEPT OF JUSTICE WASHINGTON DC 
          RUEAWJK  DEPT OF JUSTICE COMMAND CENTER WASHINGTON DC 
          RUEAZKA  FEDERAL AIR MARSHAL SERVICE SOCD HERDON VA 
          RUEAZKB  FEDERAL AIR MARSHAL SERVICE SOCD HERNDON VA 

           
           
          RUEAZKC  FEDERAL AIR MARSHAL SERVICE RESTON VA 
          RUEF     CENPROGFAC WASHINGTON DC 
          RUEFCPF  CENPROGFAC WASHINGTON DC 
          RUEGJAB  BRDENCLINIC NAVSHIPYD PORTSMOUTH NH 
          RUEH     RGN RELAY FACILITY BELTSVILLE MD 
          RUEHAB   AMEMBASSY ABIDJAN  
          RUEHAC   AMEMBASSY ASUNCION  
          RUEHAD   AMEMBASSY ABU DHABI  
          RUEHAE   AMEMBASSY ASMARA  
          RUEHAFH  AMCONSUL HERAT 
          RUEHAFM  AMCONSUL MAZAR-E SHAIRF 
          RUEHAG   AMCONSUL HAMBURG  
          RUEHAH   AMEMBASSY ASHGABAT  
          RUEHAK   AMEMBASSY ANKARA  
          RUEHAM   AMEMBASSY AMMAN  
          RUEHAN   AMEMBASSY ANTANANARIVO  
          RUEHAO   AMCONSUL CURACAO  
          RUEHAP   AMEMBASSY APIA  
          RUEHAR   AMEMBASSY ACCRA  
          RUEHAS   AMEMBASSY ALGIERS  
          RUEHAST  AMCONSUL ASTANA  
          RUEHAT   AMCONSUL AMSTERDAM  
          RUEHBC   REO BASRAH  
          RUEHBD   AMEMBASSY BANDAR SERI BEGAWAN  
          RUEHBE   AMEMBASSY BELMOPAN  
          RUEHBH   AMEMBASSY NASSAU  
          RUEHBI   AMCONSUL MUMBAI 
          RUEHBJ   AMEMBASSY BEIJING  
          RUEHBK   AMEMBASSY BANGKOK  
          RUEHBL   AMCONSUL BELFAST 
          RUEHBM   AMEMBASSY BUCHAREST  
          RUEHBN   AMCONSUL MELBOURNE VIC  
          RUEHBO   AMEMBASSY BOGOTA  
          RUEHBP   AMEMBASSY BAMAKO  

           
          RUEHBR   AMEMBASSY BRASILIA 
          RUEHBS   AMEMBASSY BRUSSELS 
          RUEHBU   AMEMBASSY BUENOS AIRES 
          RUEHBUL  AMEMBASSY KABUL  
          RUEHBW   AMEMBASSY BELGRADE  
          RUEHBY   AMEMBASSY CANBERRA  
          RUEHBZ   AMEMBASSY BRAZZAVILLE 
          RUEHC    DEPT OF STATE WASHINGTON DC 
          RUEHCD   AMCONSUL CIUDAD JUAREZ  
          RUEHCH   AMEMBASSY CHISINAU  
          RUEHCI   AMCONSUL KOLKATA  
          RUEHCHI  AMCONSUL CHIANG MAI 
          RUEHCHO  ODC CHISINAU MD 
          RUEHCL   AMCONSUL CASABLANCA  
          RUEHCN   AMCONSUL CHENGDU  
          RUEHCO   AMEMBASSY COTONOU  
          RUEHCP   AMEMBASSY COPENHAGEN  
          RUEHCV   AMEMBASSY CARACAS  
          RUEHDA   AMCONSUL ADANA  
          RUEHDBU  AMEMBASSY DUSHANBE  
          RUEHDE   AMCONSUL DUBAI  
          RUEHDF   AMCONSUL DUSSELDORF  
          RUEHDG   AMEMBASSY SANTO DOMINGO  
          RUEHDH   AMCONSUL DHAHRAN  
          RUEHDIR  AMCONSUL NAGOYA 
          RUEHDJ   AMEMBASSY DJIBOUTI  
          RUEHDK   AMEMBASSY DAKAR  
          RUEHDL   AMEMBASSY DUBLIN  
          RUEHDM   AMEMBASSY DAMASCUS  
          RUEHDN   AMCONSUL SYDNEY  
          RUEHDO   AMEMBASSY DOHA  
          RUEHDR   AMEMBASSY DAR ES SALAAM  
          RUEHDS   AMEMBASSY ADDIS ABABA  
          RUEHDSU  USMISSION USAU ADDIS ABABA 

           
          RUEHDT    AMEMBASSY DILI 
          RUEHDU   AMCONSUL DURBAN  
          RUEHED   AMCONSUL EDINBURGH  
          RUEHEG   AMEMBASSY CAIRO  
          RUEHEK   AMEMBASSY BISHKEK  
          RUEHEL   USOFFICE ELSO ANTWERP BE 
          RUEHFDY  SOCIAL SECURITY ADMIN BALTIMORE MD 
          RUEHFK   AMCONSUL FUKUOKA  
          RUEHFL   AMCONSUL FLORENCE  
          RUEHFN   AMEMBASSY FREETOWN 
          RUEHFR   AMEMBASSY PARIS  
          RUEHFRE  USMISSION UNESCO PARIS 
          RUEHFRO  USMISSION OECD PARIS 
          RUEHFRS  AMCONSUL STRASBOURG  
          RUEHFSC  USOFFICE FSC CHARLESTON SC 
          RUEHFSI  DIR FSINFATC WASHINGTON DC 
          RUEHFT   AMCONSUL FRANKFURT  
          RUEHFZ   SOCIAL SECURITY DATA BALTIMORE MD 
          RUEHGA   AMCONSUL CALGARY  
          RUEHGB   AMEMBASSY BAGHDAD 
          RUEHGD   AMCONSUL GUADALAJARA  
          RUEHGE   AMEMBASSY GEORGETOWN  
          RUEHGFS   USOFFICE GLOBAL FINANCIAL SERVICES 
          RUEHGI   AMEMBASSY BANGUI  
          RUEHGL   AMCONSUL GUAYAQUIL  
          RUEHGO   AMEMBASSY RANGOON  
          RUEHGP   AMEMBASSY SINGAPORE 
          RUEHGR   AMEMBASSY GRENADA  
          RUEHGT   AMEMBASSY GUATEMALA CITY 
          RUEHGV   USMISSION GENEVA  
          RUEHGVC  USMISSION CD GENEVA 
          RUEHGVS  USMISSION USTR GENEVA 
          RUEHGZ   AMCONSUL GUANGZHOU  
          RUEHHA   AMCONSUL HALIFAX  

           
          RUEHHE   AMEMBASSY HELSINKI 
          RUEHHI   AMEMBASSY HANOI  
          RUEHHK   AMCONSUL HONG KONG  
          RUEHHM   AMCONSUL HO CHI MINH CITY 
          RUEHHO   AMCONSUL HERMOSILLO  
          RUEHHT   AMCONSUL HAMILTON  
          RUEHIK   AMCONSUL THESSALONIKI 
          RUEHIL   AMEMBASSY ISLAMABAD  
          RUEHIN   AIT TAIPEI 
          RUEHINK  AIT KAOHSIUNG 
          RUEHISO  USOFFICE FADPC WASHINGTON DC 
          RUEHIT   AMCONSUL ISTANBUL  
          RUEHJA   AMEMBASSY JAKARTA  
          RUEHJAM  APP MEDAN 
          RUEHJAS  USMISSION ASEAN JAKARTA 
          RUEHJB   AMEMBASSY BUJUMBURA  
          RUEHJI   AMCONSUL JEDDAH  
          RUEHJL   AMEMBASSY BANJUL  
          RUEHJM   AMCONSUL JERUSALEM  
          RUEHJS   AMCONSUL SURABAYA  
          RUEHKA   AMEMBASSY DHAKA  
          RUEHKB   AMEMBASSY BAKU  
          RUEHKG   AMEMBASSY KINGSTON 
          RUEHKH   AMEMBASSY KHARTOUM  
          RUEHKI   AMEMBASSY KINSHASA  
          RUEHKL   AMEMBASSY KUALA LUMPUR 
          RUEHKM   AMEMBASSY KAMPALA  
          RUEHKHJ  AMCONSUL JUBA 
          RUEHKN   AMEMBASSY KOLONIA 
          RUEHKO   AMEMBASSY TOKYO  
          RUEHKP   AMCONSUL KARACHI  
          RUEHKR   AMEMBASSY KOROR  
          RUEHKSO  AMCONSUL SAPPORO 
          RUEHKT   AMEMBASSY KATHMANDU 

           
          RUEHKU   AMEMBASSY KUWAIT  
          RUEHKUK  RRT ERBIL  
          RUEHKV   AMEMBASSY KYIV 
          RUEHKW   AMCONSUL KRAKOW  
          RUEHL    MINOR RELAY LIBREVILLE  
          RUEHLA   AMCONSUL BARCELONA  
          RUEHLB   AMEMBASSY BEIRUT 
          RUEHLC   AMEMBASSY LIBREVILLE  
          RUEHLE   AMEMBASSY LUXEMBOURG  
          RUEHLG   AMEMBASSY LILONGWE  
          RUEHLGB  AMEMBASSY KIGALI  
          RUEHLH   AMCONSUL LAHORE  
          RUEHLI   AMEMBASSY LISBON  
          RUEHLJ   AMEMBASSY LJUBLJANA  
          RUEHLM   AMEMBASSY COLUMBO  
          RUEHLMC  MILLENNIUM CHALLENGE CORPORATION WASHINGTON DC 
          RUEHLN   AMCONSUL ST PETERSBURG  
          RUEHLO   AMEMBASSY LONDON  
          RUEHLOB  AMCONSUL BELFAST  
          RUEHLP   AMEMBASSY LA PAZ  
          RUEHLS   AMEMBASSY LUSAKA  
          RUEHLU   AMEMBASSY LUANDA  
          RUEHLZ   AMCONSUL LEIPZIG  
          RUEHMA   AMEMBASSY MALABO  
          RUEHMB   AMEMBASSY MBABANE  
          RUEHMC   AMCONSUL MONTERREY  
          RUEHMD   AMEMBASSY MADRID  
          RUEHME   AMEMBASSY MEXICO CITY  
          RUEHMI   USOFFICE FRC FORT LAUDERDALE FL 
          RUEHMIL  AMCONSUL MILAN  
          RUEHMJ   AMEMBASSY MAJURO  
          RUEHMK   OL BA 67IG MANAMA BA 
          RUEHML   AMEMBASSY MANILA  
          RUEHMLR  RSC MANILA RP 

           
          RUEHMN   AMEMBASSY MONTEVIDEO  
          RUEHMO   AMEMBASSY MOSCOW  
          RUEHMR   AMEMBASSY MASERU  
          RUEHMRE  AMCONSUL MARSEILLE  
          RUEHMT   AMCONSUL MONTREAL  
          RUEHMTQ  NCSO QUEBEC  
          RUEHMU   AMEMBASSY MANAGUA  
          RUEHMV   AMEMBASSY MONROVIA  
          RUEHMZ   AMCONSUL MUNICH 
          RUEHNAG  IRAN RPO DUBAI 
          RUEHNC   AMEMBASSY NICOSIA 
          RUEHNE   AMEMBASSY NEW DELHI  
          RUEHNEH  AMCONSUL HYDERABAD  
          RUEHNG   AMCONSUL NOGALES  
          RUEHNH   AMCONSUL NAHA  
          RUEHNJ   AMEMBASSY NDJAMENA  
          RUEHNK   AMEMBASSY NOUAKCHOTT  
          RUEHNL   AMCONSUL NUEVO LAREDO  
          RUEHNM   AMEMBASSY NIAMEY  
          RUEHNO   US MISSION USNATO BRUSSELS BE 
          RUEHNP   AMCONSUL NAPLES  
          RUEHNR   AMEMBASSY NAIROBI  
          RUEHNT   AMEMBASSY TASHKENT  
          RUEHNW   DIR DTSPO WASHINGTON DC 
          RUEHNY   AMEMBASSY OSLO  
          RUEHNZ   AMCONSUL AUCKLAND  
          RUEHOK   AMCONSUL OSAKA KOBE  
          RUEHON   AMCONSUL TORONTO  
          RUEHOR   AMEMBASSY GABORONE  
          RUEHOS   AMEMBASSY LAGOS  
          RUEHOT   AMEMBASSY OTTAWA  
          RUEHOTW  APP WINNIPEG 
          RUEHOU   AMEMBASSY OUAGADOUGOU  
          RUEHPA   AMEMBASSY PRAIA  

           
          RUEHPB   AMEMBASSY PORT MORESBY  
          RUEHPC   AMEMBASSY LOME  
          RUEHPD   AMCONSUL PONTA DELGADA  
          RUEHPE   AMEMBASSY LIMA  
          RUEHPF   AMEMBASSY PHNOM PENH  
          RUEHPG   AMEMBASSY PRAGUE  
          RUEHPH   CDC ATLANTA GA 
          RUEHPIF  USOFFICE PIF WASHINGTON DC 
          RUEHPL   AMEMBASSY PARAMARIBO 
          RUEHPNH  NVC PORTSMOUTH NH 
          RUEHPO   AMEMBASSY PARAMIARBO  
          RUEHPOD  AMEMBASSY PODGORICA 
          RUEHPS   AMEMBASSY PRINSTINA  
          RUEHPT   AMCONSUL PERTH  
          RUEHPU   AMEMBASSY PORT AU PRINCE  
          RUEHPW   AMCONSUL PESHAWAR 
          RUEHQT   AMEMBASSY QUINTO  
          RUEHQU   AMCONSUL QUEBEC  
          RUEHRA   AMEMBASSY RIGA 
          RUEHRB   AMEMBASSY RABAT 
          RUEHRC   DEPT OF AGRICULTURE USDA FAS WASHINGTON DC 
          RUEHRD   AMCONSUL MERIDA 
          RUEHRG   AMCONSUL RECIFE  
          RUEHRH   AMEMBASSY RIYADH  
          RUEHRI   AMCONSUL RIO DE JANEIRO  
          RUEHRK   AMEMBASSY REYKJAVIK  
          RUEHRL   AMEMBASSY BERLIN 
          RUEHRN   USMISSION UN ROME  
          RUEHRO   AMEMBASSY ROME  
          RUEHROV  AMEMBASSY VATICAN CITY  
          RUEHRS   AMCONSUL MATAMOROS 
          RUEHRY   AMEMBASSY CONAKRY  
          RUEHSA   AMEMBASSY PRETORIA  
          RUEHSAB  AMEMBASSY HARARE 

           
          RUEHSD   SECSTATE SERVICE DESK WASHINGTON DC 
          RUEHSDW  DOS WORLD WIDE SERVICE DESK 
          RUEHSF   AMEMBASSY SOFIA 
          RUEHSG   AMEMBASSY SANTIAGO  
          RUEHSH   AMCONSUL SHENYANG  
          RUEHSI   AMEMBASSY TBILISI  
          RUEHSJ   AMEMBASSY SAN JOSE  
          RUEHSK   AMEMBASSY MINSK  
          RUEHSL   AMEMBASSY BRATISLAVA  
          RUEHSM   AMEMBASSY STOCKHOLM  
          RUEHSN   AMEMBASSY SAN SALVADOR  
          RUEHSO   AMCONSUL SAO PAULO  
          RUEHSP   AMEMBASSY PORT OF SPAIN  
          RUEHSQ   AMEMBASSY SKOPJE  
          RUEHSR   AMCONSUL STRASBOURG  
          RUEHST   DEPT OF STATE BELTSVILLE MD 
          RUEHSV   AMEMBASSY SUVA  
          RUEHSW   AMEMBASSY BERN  
          RUEHTA   AMEMBASSY ASTANA 
          RUEHTB   USOFFICE FSC BANGKOK  
          RUEHTC   AMEMBASSY THE HAGUE  
